Frame,Landmark ID,X,Y,Z
43,0,0.05128826946020126,0.9521207809448242,5.728915652980504e-07
43,1,0.11147992312908173,0.9085683226585388,-0.03702791407704353
43,2,0.1467098742723465,0.8233716487884521,-0.04921994358301163
43,3,0.1749058961868286,0.744128942489624,-0.053179509937763214
43,4,0.20690342783927917,0.6839182376861572,-0.05533551797270775
43,5,0.10666647553443909,0.7130060195922852,-0.03415621444582939
43,6,0.12558463215827942,0.6082156896591187,-0.0431521013379097
43,7,0.14028917253017426,0.5460759401321411,-0.050725918263196945
43,8,0.15261906385421753,0.4979528784751892,-0.05620464310050011
43,9,0.05674520134925842,0.7114983201026917,-0.019465547055006027
43,10,0.06323058158159256,0.5996743440628052,-0.0280525553971529
43,11,0.07195925712585449,0.5254806280136108,-0.03634705767035484
43,12,0.08006889373064041,0.4682942032814026,-0.042929816991090775
43,13,0.0160868838429451,0.7267398238182068,-0.007406589109450579
43,14,0.019865497946739197,0.6240753531455994,-0.015798181295394897
43,15,0.028045181185007095,0.5582916140556335,-0.024359486997127533
43,16,0.03729879856109619,0.5039453506469727,-0.030491026118397713
43,17,-0.012872673571109772,0.7500600814819336,0.00196399656124413
43,18,-0.014932222664356232,0.6637352705001831,-0.006643020082265139
43,19,-0.011755973100662231,0.6093507409095764,-0.012722468003630638
43,20,-0.004495151340961456,0.5639768242835999,-0.016433024778962135
44,0,0.03450259938836098,0.966215968132019,6.547405178025656e-07
44,1,0.10452169179916382,0.9305965900421143,-0.03572315350174904
44,2,0.14395737648010254,0.839421272277832,-0.050809916108846664
44,3,0.17330440878868103,0.749226987361908,-0.057194583117961884
44,4,0.2086980640888214,0.6912720203399658,-0.06223287060856819
44,5,0.09530243277549744,0.7338236570358276,-0.04790809005498886
44,6,0.11967343091964722,0.6199507117271423,-0.06446098536252975
44,7,0.13691924512386322,0.5507539510726929,-0.07515699416399002
44,8,0.15172737836837769,0.49658066034317017,-0.08169380575418472
44,9,0.04231322556734085,0.7220130562782288,-0.03414047509431839
44,10,0.05778905376791954,0.6027239561080933,-0.048288486897945404
44,11,0.07085759937763214,0.526528000831604,-0.05593055486679077
44,12,0.08284781873226166,0.4669361114501953,-0.06082560867071152
44,13,0.002601243555545807,0.727749764919281,-0.021875547245144844
44,14,0.01719483733177185,0.6161389350891113,-0.033749788999557495
44,15,0.030203212052583694,0.5490196347236633,-0.04156940430402756
44,16,0.04200425744056702,0.4952624440193176,-0.04639477655291557
44,17,-0.022895008325576782,0.7440987229347229,-0.012026057578623295
44,18,-0.015553519129753113,0.6514076590538025,-0.022827567532658577
44,19,-0.010067097842693329,0.595392644405365,-0.02860204130411148
44,20,-0.003376774489879608,0.5475759506225586,-0.03126666322350502
45,0,0.0960206463932991,0.928972065448761,8.584505053477187e-07
45,1,0.16230501234531403,0.865778386592865,-0.017408661544322968
45,2,0.2075822949409485,0.7715022563934326,-0.029590295627713203
45,3,0.24055638909339905,0.687256395816803,-0.04011087492108345
45,4,0.2782207727432251,0.6362524628639221,-0.0510874018073082
45,5,0.17064648866653442,0.6665657758712769,-0.02629082277417183
45,6,0.19684919714927673,0.5515364408493042,-0.04566553235054016
45,7,0.21737860143184662,0.4806653559207916,-0.059884198009967804
45,8,0.23554031550884247,0.42935189604759216,-0.06708980351686478
45,9,0.118545763194561,0.6584808826446533,-0.027352752164006233
45,10,0.13059836626052856,0.5388877391815186,-0.0390215627849102
45,11,0.138486847281456,0.46162548661231995,-0.047383859753608704
45,12,0.1467488408088684,0.40988561511039734,-0.05169886350631714
45,13,0.06820996105670929,0.6711198091506958,-0.029544884338974953
45,14,0.07335542142391205,0.5665370225906372,-0.037971194833517075
45,15,0.08191319555044174,0.5032231211662292,-0.040065739303827286
45,16,0.09176713228225708,0.46113666892051697,-0.04066140949726105
45,17,0.022434376180171967,0.7043677568435669,-0.033362001180648804
45,18,0.02073414996266365,0.6200436949729919,-0.03948740288615227
45,19,0.025882206857204437,0.5716471672058105,-0.035165127366781235
45,20,0.034492503851652145,0.5351470708847046,-0.029146037995815277
46,0,0.09393466264009476,0.9339582324028015,6.820951057306956e-07
46,1,0.15983232855796814,0.8778390288352966,-0.026588693261146545
46,2,0.20785540342330933,0.7764608860015869,-0.03681662678718567
46,3,0.23944547772407532,0.6923072934150696,-0.04594888910651207
46,4,0.27800869941711426,0.6368756890296936,-0.05462538078427315
46,5,0.16936878859996796,0.657301664352417,-0.01298254169523716
46,6,0.19679345190525055,0.5484760999679565,-0.03480219468474388
46,7,0.22091048955917358,0.4898209571838379,-0.053267184644937515
46,8,0.2434750646352768,0.4474503993988037,-0.06440286338329315
46,9,0.12240926176309586,0.6503808498382568,-0.014131658710539341
46,10,0.1358322948217392,0.5331568717956543,-0.030667878687381744
46,11,0.14961719512939453,0.4601164758205414,-0.04619832709431648
46,12,0.1630873829126358,0.4094057083129883,-0.05581975728273392
46,13,0.0755932480096817,0.6671973466873169,-0.019914785400032997
46,14,0.08454426378011703,0.5589190721511841,-0.0385017916560173
46,15,0.09543998539447784,0.49777334928512573,-0.04891880974173546
46,16,0.10798995196819305,0.4519158601760864,-0.05405310168862343
46,17,0.030563250184059143,0.7038670182228088,-0.028454462066292763
46,18,0.02963835746049881,0.6228400468826294,-0.046788714826107025
46,19,0.031149879097938538,0.5740941166877747,-0.051830045878887177
46,20,0.03608677536249161,0.5318447947502136,-0.05220798775553703
47,0,0.17730523645877838,0.9232083559036255,6.101445819695073e-07
47,1,0.24865707755088806,0.8606197834014893,-0.01834770105779171
47,2,0.2972269058227539,0.7602089643478394,-0.02382541447877884
47,3,0.32756274938583374,0.6740530729293823,-0.030677275732159615
47,4,0.36451494693756104,0.6210622191429138,-0.03693227469921112
47,5,0.2742648720741272,0.6335318684577942,0.005881219636648893
47,6,0.30588892102241516,0.5354767441749573,-0.011740770190954208
47,7,0.3298261761665344,0.4775509238243103,-0.030111728236079216
47,8,0.3513331413269043,0.43223026394844055,-0.041910186409950256
47,9,0.22867463529109955,0.6219618916511536,0.00010864518117159605
47,10,0.25011855363845825,0.5105272531509399,-0.010081494227051735
47,11,0.26468294858932495,0.44338682293891907,-0.024057507514953613
47,12,0.277889609336853,0.39133793115615845,-0.033928390592336655
47,13,0.18044383823871613,0.6328373551368713,-0.010727038607001305
47,14,0.19688421487808228,0.527219831943512,-0.021441424265503883
47,15,0.21198827028274536,0.4698430895805359,-0.029116718098521233
47,16,0.22843679785728455,0.42733344435691833,-0.034425895661115646
47,17,0.12777788937091827,0.665952742099762,-0.02469252049922943
47,18,0.1288665384054184,0.5820698738098145,-0.033965785056352615
47,19,0.13337253034114838,0.5335056185722351,-0.033327508717775345
47,20,0.13923832774162292,0.49094897508621216,-0.03167840093374252
48,0,0.21211360394954681,0.9251996278762817,5.832610554534767e-07
48,1,0.2868812680244446,0.8708481788635254,-0.027648678049445152
48,2,0.34210148453712463,0.7756919860839844,-0.03311779350042343
48,3,0.3697987198829651,0.6849148273468018,-0.0375545360147953
48,4,0.40250417590141296,0.6270197033882141,-0.03994579240679741
48,5,0.30779045820236206,0.6355932950973511,0.0076761734671890736
48,6,0.3424382209777832,0.5375471711158752,-0.0010759237920865417
48,7,0.3630326986312866,0.48246729373931885,-0.015150800347328186
48,8,0.37898311018943787,0.4334867298603058,-0.025713646784424782
48,9,0.26128923892974854,0.6219770312309265,0.00983759667724371
48,10,0.28090566396713257,0.5151479244232178,0.008368204347789288
48,11,0.29359161853790283,0.4491073489189148,-0.0027420620899647474
48,12,0.3043133318424225,0.39693906903266907,-0.011707169935107231
48,13,0.21548491716384888,0.6333647966384888,0.006467858329415321
48,14,0.22822871804237366,0.535513162612915,0.003491385839879513
